loan_id,customer_id,loan_type,amount,interest_rate,term_months,issue_date,branch,status,risk_score
630,251,Автокредит,2477000.0,21.82,24,2024-09-27,Отделение №4,Просрочен,0.026
631,5,Потребительский,761000.0,16.08,48,2025-02-23,Отделение №5,Активен,0.831
632,304,Кредитная карта,223000.0,22.86,12,2025-12-08,Отделение №2,Активен,0.493
633,682,Кредитная карта,298000.0,8.64,36,2025-10-01,Отделение №2,Активен,0.354
634,713,Вексель,1190000.0,9.38,3,2025-07-09,Отделение №8,Закрыт,0.335
635,141,Автокредит,1733000.0,19.16,24,2025-12-18,Отделение №1,Активен,0.892
636,194,Ипотека,11324000.0,21.98,240,2025-12-10,Отделение №15,Активен,0.661
637,159,Автокредит,2868000.0,9.02,24,2024-06-10,Отделение №4,Активен,0.376
638,215,Вексель,1400000.0,21.48,6,2024-09-19,Отделение №5,Закрыт,0.734
639,742,Потребительский,526000.0,22.27,12,2024-11-23,Отделение №1,Закрыт,0.749
640,585,Ипотека,6907000.0,9.78,180,2025-12-25,Отделение №5,Активен,0.418
641,584,Автокредит,2041000.0,12.92,36,2025-07-30,Отделение №3,Активен,0.53
642,780,Кредитная карта,257000.0,15.43,24,2025-09-30,Отделение №7,Активен,0.797
643,460,Автокредит,1813000.0,10.53,48,2025-02-28,Отделение №15,Активен,0.963
644,645,Вексель,1508000.0,11.05,12,2024-09-18,Отделение №3,Закрыт,0.425
645,341,Ипотека,5189000.0,19.32,120,2025-11-13,Отделение №13,Активен,0.705
646,596,Кредитная карта,257000.0,14.08,24,2025-05-15,Отделение №5,Активен,0.235
647,49,Потребительский,211000.0,16.85,48,2023-03-15,Отделение №11,Активен,0.323
648,633,Потребительский,344000.0,13.84,48,2024-05-20,Отделение №5,Активен,0.912
649,539,Ипотека,4189000.0,14.74,120,2025-08-31,Отделение №15,Активен,0.221
650,114,Потребительский,205000.0,17.74,12,2025-06-10,Отделение №9,Активен,0.129
651,484,Потребительский,592000.0,20.86,48,2024-10-29,Отделение №6,Активен,0.333
652,297,Вексель,2809000.0,10.37,3,2025-09-11,Отделение №3,Закрыт,0.535
653,187,Вексель,2038000.0,21.24,6,2024-12-06,Отделение №6,Закрыт,0.911
654,411,Ипотека,7530000.0,7.16,180,2025-08-09,Отделение №9,Просрочен,0.02
655,54,Потребительский,348000.0,9.39,48,2023-05-25,Отделение №4,Активен,0.301
656,415,Автокредит,2189000.0,20.3,24,2024-11-21,Отделение №7,Активен,0.813
657,172,Вексель,743000.0,7.91,9,2025-02-07,Отделение №12,Закрыт,0.505
658,783,Вексель,2135000.0,17.63,3,2025-01-14,Отделение №12,Закрыт,0.152
659,126,Автокредит,1417000.0,14.32,48,2025-01-27,Отделение №5,Активен,0.743
660,67,Потребительский,202000.0,17.1,36,2025-09-05,Отделение №7,Активен,0.377
661,6,Потребительский,775000.0,11.73,36,2024-09-16,Отделение №9,Активен,0.703
662,123,Потребительский,63000.0,24.01,48,2024-03-17,Отделение №12,Активен,0.763
663,230,Потребительский,218000.0,20.69,12,2024-03-24,Отделение №8,Закрыт,0.447
664,269,Автокредит,2071000.0,21.4,48,2023-06-26,Отделение №2,Активен,0.976
665,494,Автокредит,940000.0,11.1,60,2025-12-22,Отделение №10,Активен,0.141
666,472,Вексель,2665000.0,20.62,6,2023-08-18,Отделение №5,Закрыт,0.252
667,390,Вексель,4188000.0,19.18,3,2024-07-09,Отделение №14,Закрыт,0.599
668,710,Потребительский,568000.0,15.7,48,2025-01-22,Отделение №4,Активен,0.959
669,453,Потребительский,582000.0,14.33,12,2024-11-27,Отделение №3,Просрочен,0.078
670,159,Вексель,894000.0,10.13,3,2024-06-10,Отделение №2,Закрыт,0.87
671,66,Потребительский,368000.0,21.28,24,2025-07-06,Отделение №12,Активен,0.487
672,696,Кредитная карта,143000.0,8.66,12,2023-08-31,Отделение №12,Закрыт,0.996
673,143,Кредитная карта,213000.0,17.82,36,2024-07-20,Отделение №11,Активен,0.372
674,201,Потребительский,268000.0,24.02,24,2025-06-11,Отделение №10,Активен,0.371
675,351,Потребительский,397000.0,9.52,36,2025-07-08,Отделение №8,Активен,0.715
676,694,Потребительский,362000.0,7.73,24,2024-08-21,Отделение №5,Активен,0.977
677,121,Вексель,1076000.0,14.94,3,2025-01-06,Отделение №10,Закрыт,0.095
678,617,Ипотека,3565000.0,16.79,240,2025-07-27,Отделение №11,Активен,0.226
679,62,Потребительский,194000.0,17.25,36,2024-05-22,Отделение №10,Активен,0.306
680,528,Вексель,4678000.0,17.4,6,2023-11-18,Отделение №4,Закрыт,0.103
681,556,Потребительский,247000.0,21.16,12,2025-12-05,Отделение №13,Активен,0.587
682,496,Ипотека,7757000.0,18.8,240,2025-06-15,Отделение №3,Активен,0.473
683,367,Потребительский,224000.0,23.6,24,2023-06-01,Отделение №3,Закрыт,0.615
684,576,Потребительский,706000.0,22.99,36,2022-06-09,Отделение №9,Просрочен,0.052
685,264,Вексель,2184000.0,12.07,12,2024-12-23,Отделение №4,Закрыт,0.76
686,757,Автокредит,1381000.0,15.23,60,2025-12-17,Отделение №9,Активен,0.312
687,660,Потребительский,109000.0,23.9,24,2025-04-07,Отделение №12,Активен,0.834
688,439,Потребительский,378000.0,19.29,48,2024-09-30,Отделение №2,Активен,0.251
689,364,Автокредит,1532000.0,6.97,48,2024-04-17,Отделение №8,Активен,0.366
690,219,Вексель,1795000.0,17.85,12,2024-08-03,Отделение №15,Закрыт,0.876
691,509,Кредитная карта,133000.0,10.1,12,2025-12-14,Отделение №4,Активен,0.361
692,672,Потребительский,283000.0,23.35,12,2024-01-26,Отделение №1,Закрыт,0.503
693,644,Автокредит,487000.0,15.31,48,2025-08-07,Отделение №12,Просрочен,0.044
694,81,Вексель,1443000.0,21.65,3,2025-03-17,Отделение №15,Закрыт,0.863
695,332,Ипотека,8075000.0,9.7,300,2024-10-01,Отделение №11,Активен,0.75
696,25,Вексель,4056000.0,7.03,3,2025-04-12,Отделение №3,Закрыт,0.894
697,791,Вексель,967000.0,14.22,6,2023-06-19,Отделение №1,Закрыт,0.846
698,1,Ипотека,9106000.0,22.29,240,2022-07-19,Отделение №14,Активен,0.277
699,347,Потребительский,511000.0,21.91,12,2023-11-13,Отделение №6,Закрыт,0.848
700,722,Кредитная карта,76000.0,16.0,36,2024-01-21,Отделение №7,Активен,0.941
701,557,Ипотека,8677000.0,10.05,120,2024-08-24,Отделение №3,Активен,0.761
702,358,Вексель,511000.0,11.57,12,2025-03-16,Отделение №9,Активен,0.199
703,596,Ипотека,8353000.0,11.54,120,2023-09-30,Отделение №6,Активен,0.351
704,792,Ипотека,10361000.0,23.62,120,2025-03-05,Отделение №15,Дефолт,0.088
705,800,Потребительский,597000.0,17.38,24,2024-11-17,Отделение №13,Активен,0.966
706,162,Потребительский,58000.0,8.0,36,2024-07-31,Отделение №4,Активен,0.724
707,518,Потребительский,561000.0,12.21,24,2025-07-30,Отделение №5,Активен,0.379
708,388,Потребительский,155000.0,10.66,36,2025-02-09,Отделение №15,Активен,0.188
709,148,Потребительский,784000.0,14.59,36,2025-11-29,Отделение №6,Дефолт,0.092
710,422,Автокредит,1307000.0,19.14,60,2025-07-16,Отделение №14,Активен,0.17
711,361,Автокредит,805000.0,14.48,36,2025-12-09,Отделение №11,Активен,0.646
712,768,Вексель,1116000.0,15.94,9,2022-11-19,Отделение №4,Закрыт,0.211
713,641,Ипотека,2314000.0,18.61,120,2025-02-19,Отделение №3,Активен,0.186
714,638,Ипотека,5230000.0,17.33,300,2025-09-10,Отделение №12,Просрочен,0.034
715,767,Потребительский,319000.0,14.25,12,2024-10-20,Отделение №11,Закрыт,0.335
716,418,Кредитная карта,81000.0,9.49,24,2023-09-20,Отделение №13,Закрыт,0.547
717,56,Потребительский,657000.0,17.1,48,2025-04-30,Отделение №7,Активен,0.435
718,686,Ипотека,4436000.0,12.72,240,2025-10-08,Отделение №5,Активен,0.679
719,218,Потребительский,747000.0,8.48,24,2025-02-05,Отделение №5,Активен,0.426
720,209,Кредитная карта,138000.0,15.92,12,2024-04-23,Отделение №15,Закрыт,0.922
721,390,Автокредит,2214000.0,20.33,36,2025-03-09,Отделение №6,Активен,0.13
722,123,Вексель,364000.0,21.09,3,2023-09-26,Отделение №6,Закрыт,0.141
723,235,Ипотека,3653000.0,9.21,120,2025-09-10,Отделение №5,Активен,0.883
724,157,Потребительский,188000.0,8.16,24,2024-06-13,Отделение №11,Активен,0.245
725,770,Автокредит,2417000.0,9.43,24,2024-09-04,Отделение №9,Дефолт,0.1
726,545,Вексель,3524000.0,13.42,12,2025-09-30,Отделение №4,Активен,0.463
727,126,Вексель,570000.0,20.54,6,2025-01-27,Отделение №13,Закрыт,0.134
728,46,Потребительский,262000.0,13.75,48,2025-05-07,Отделение №8,Дефолт,0.072
729,241,Вексель,4854000.0,22.79,3,2023-03-31,Отделение №4,Закрыт,0.178
730,520,Ипотека,5399000.0,17.52,120,2025-06-04,Отделение №2,Активен,0.398
731,162,Автокредит,759000.0,10.39,36,2023-10-23,Отделение №6,Активен,0.435
732,185,Ипотека,3799000.0,12.22,180,2023-08-07,Отделение №8,Активен,0.675
733,726,Потребительский,769000.0,9.51,48,2023-07-16,Отделение №14,Активен,0.682
734,608,Потребительский,655000.0,19.98,36,2025-11-06,Отделение №7,Активен,0.656
735,718,Вексель,160000.0,17.07,9,2024-12-30,Отделение №8,Закрыт,0.384
736,629,Потребительский,540000.0,20.69,48,2024-10-01,Отделение №5,Активен,0.303
737,598,Вексель,668000.0,13.36,12,2025-02-01,Отделение №6,Активен,0.474
738,140,Вексель,4862000.0,24.55,3,2024-03-17,Отделение №7,Закрыт,0.532
739,94,Кредитная карта,52000.0,23.95,12,2023-11-22,Отделение №5,Закрыт,0.708
740,469,Потребительский,660000.0,7.39,48,2024-06-09,Отделение №2,Активен,0.282
741,22,Кредитная карта,154000.0,19.13,12,2025-05-12,Отделение №6,Активен,0.252
742,17,Вексель,3857000.0,11.42,3,2025-01-16,Отделение №7,Закрыт,0.293
743,579,Потребительский,293000.0,8.55,12,2025-05-05,Отделение №9,Активен,0.732
744,602,Вексель,1318000.0,8.24,3,2025-01-15,Отделение №11,Закрыт,0.727
745,52,Ипотека,10927000.0,19.18,240,2024-07-27,Отделение №14,Активен,0.244
746,312,Кредитная карта,282000.0,14.93,36,2025-10-04,Отделение №6,Дефолт,0.077
747,19,Потребительский,507000.0,15.93,12,2024-02-22,Отделение №6,Закрыт,0.725
748,19,Кредитная карта,232000.0,6.91,24,2024-03-31,Отделение №5,Активен,0.95
749,316,Вексель,3739000.0,24.26,3,2024-06-06,Отделение №10,Закрыт,0.794
750,51,Потребительский,277000.0,21.2,24,2025-11-22,Отделение №8,Активен,0.374
751,229,Потребительский,752000.0,20.82,36,2025-11-11,Отделение №11,Активен,0.277
752,474,Потребительский,349000.0,11.74,24,2025-10-20,Отделение №4,Просрочен,0.005
753,336,Потребительский,361000.0,11.41,24,2023-07-17,Отделение №11,Закрыт,0.599
754,749,Потребительский,216000.0,12.47,12,2025-12-23,Отделение №5,Дефолт,0.064
755,88,Вексель,3086000.0,14.24,12,2025-04-19,Отделение №9,Активен,0.595
756,198,Ипотека,11299000.0,12.77,120,2023-12-04,Отделение №8,Активен,0.346
757,15,Потребительский,691000.0,16.29,48,2023-04-22,Отделение №7,Активен,0.17
758,665,Потребительский,74000.0,15.45,12,2025-07-17,Отделение №2,Активен,0.985
759,122,Потребительский,789000.0,11.87,36,2024-05-20,Отделение №11,Активен,0.315
760,239,Ипотека,3559000.0,12.97,180,2025-07-07,Отделение №13,Активен,0.432
761,553,Потребительский,780000.0,13.41,48,2025-02-28,Отделение №7,Активен,0.538
762,553,Автокредит,2609000.0,10.52,24,2025-02-28,Отделение №10,Активен,0.992
763,645,Потребительский,699000.0,14.02,48,2025-01-31,Отделение №7,Активен,0.751
764,494,Кредитная карта,105000.0,8.44,24,2025-12-22,Отделение №11,Активен,0.885
765,503,Вексель,1657000.0,22.31,12,2023-04-07,Отделение №8,Закрыт,0.495
766,259,Потребительский,743000.0,13.86,24,2025-10-20,Отделение №14,Просрочен,0.003
767,673,Потребительский,398000.0,23.19,24,2025-10-31,Отделение №11,Активен,0.383
768,489,Ипотека,6183000.0,7.03,180,2025-07-27,Отделение №10,Активен,0.224
769,84,Автокредит,2997000.0,12.48,60,2025-07-23,Отделение №10,Активен,0.25
770,40,Автокредит,2179000.0,20.17,48,2022-09-20,Отделение №11,Активен,0.884
771,675,Ипотека,7113000.0,14.92,180,2025-02-20,Отделение №4,Активен,0.723
772,794,Потребительский,753000.0,8.94,24,2023-10-23,Отделение №1,Просрочен,0.065
773,792,Потребительский,396000.0,17.6,24,2025-11-01,Отделение №13,Активен,0.99
774,615,Потребительский,396000.0,21.92,12,2025-05-22,Отделение №15,Активен,0.872
775,623,Потребительский,397000.0,20.27,12,2023-09-05,Отделение №7,Закрыт,0.682
776,495,Кредитная карта,299000.0,20.91,24,2024-01-25,Отделение №15,Активен,0.958
777,340,Вексель,693000.0,15.35,3,2024-06-17,Отделение №5,Закрыт,0.726
778,352,Вексель,4159000.0,13.85,3,2024-08-18,Отделение №11,Закрыт,0.927
779,185,Автокредит,1514000.0,9.19,24,2022-11-02,Отделение №14,Закрыт,0.262
780,270,Автокредит,2458000.0,14.1,36,2025-10-09,Отделение №15,Активен,0.34
781,82,Потребительский,412000.0,12.57,36,2023-02-21,Отделение №8,Активен,0.694
782,393,Кредитная карта,163000.0,12.8,12,2024-03-22,Отделение №6,Закрыт,0.689
783,765,Вексель,3528000.0,7.16,9,2025-05-02,Отделение №9,Активен,0.14
784,728,Потребительский,216000.0,13.17,36,2025-02-28,Отделение №12,Активен,0.291
785,268,Потребительский,525000.0,14.59,48,2025-12-31,Отделение №12,Активен,0.295
786,292,Вексель,730000.0,11.23,9,2024-02-26,Отделение №14,Закрыт,0.228
787,203,Потребительский,277000.0,13.2,12,2025-10-12,Отделение №14,Активен,0.509
788,452,Кредитная карта,140000.0,24.39,36,2022-12-15,Отделение №10,Закрыт,0.644
789,491,Кредитная карта,115000.0,22.42,24,2024-02-14,Отделение №3,Активен,0.485
790,4,Кредитная карта,160000.0,6.76,24,2024-02-17,Отделение №6,Активен,0.947
791,134,Потребительский,205000.0,17.7,24,2023-07-24,Отделение №2,Закрыт,0.729
792,56,Автокредит,1327000.0,23.29,60,2025-03-12,Отделение №14,Активен,0.906
793,192,Вексель,4113000.0,13.19,6,2023-02-19,Отделение №11,Просрочен,0.033
794,702,Потребительский,297000.0,16.68,12,2024-07-10,Отделение №12,Закрыт,0.535
795,422,Автокредит,607000.0,16.93,24,2024-07-03,Отделение №5,Активен,0.248
796,25,Вексель,995000.0,19.19,6,2025-04-12,Отделение №1,Закрыт,0.456
797,341,Кредитная карта,102000.0,20.17,24,2025-11-13,Отделение №15,Активен,0.733
798,186,Потребительский,727000.0,10.32,36,2023-05-24,Отделение №13,Активен,0.244
799,470,Автокредит,1607000.0,21.04,24,2023-10-16,Отделение №8,Просрочен,0.073
800,241,Потребительский,113000.0,16.48,24,2022-07-24,Отделение №8,Закрыт,0.215
801,384,Потребительский,57000.0,19.75,48,2024-01-24,Отделение №11,Активен,0.443
802,412,Потребительский,654000.0,11.13,48,2025-07-17,Отделение №5,Активен,0.407
803,73,Ипотека,3765000.0,11.72,300,2024-11-19,Отделение №5,Активен,0.645
804,516,Кредитная карта,97000.0,16.83,24,2025-10-20,Отделение №8,Активен,0.309
805,392,Потребительский,617000.0,6.62,24,2024-09-25,Отделение №9,Активен,0.893
806,781,Ипотека,3631000.0,18.88,120,2024-06-03,Отделение №14,Дефолт,0.095
807,431,Ипотека,8379000.0,20.83,180,2024-01-12,Отделение №4,Активен,0.763
808,676,Потребительский,279000.0,19.1,48,2024-04-09,Отделение №4,Активен,0.928
809,662,Автокредит,802000.0,20.6,36,2023-01-29,Отделение №14,Активен,0.786
810,48,Потребительский,547000.0,24.55,36,2024-11-23,Отделение №13,Активен,0.653
811,463,Ипотека,9265000.0,15.18,180,2025-06-19,Отделение №5,Активен,0.856
812,418,Ипотека,5062000.0,14.77,240,2023-10-08,Отделение №7,Активен,0.425
813,104,Вексель,128000.0,24.32,12,2024-06-12,Отделение №13,Закрыт,0.354
814,687,Потребительский,393000.0,21.56,36,2023-09-18,Отделение №11,Активен,0.202
815,706,Вексель,1545000.0,12.42,9,2022-05-02,Отделение №6,Закрыт,0.791
816,409,Автокредит,2321000.0,15.75,36,2025-06-18,Отделение №2,Активен,0.856
817,1,Потребительский,170000.0,15.15,48,2025-04-29,Отделение №1,Активен,0.971
818,38,Вексель,2011000.0,11.65,12,2023-05-27,Отделение №7,Закрыт,0.607
819,497,Потребительский,92000.0,16.4,36,2023-07-20,Отделение №5,Активен,0.438
820,234,Потребительский,151000.0,24.48,12,2024-12-13,Отделение №14,Закрыт,0.732
821,721,Потребительский,163000.0,10.18,36,2025-03-21,Отделение №4,Дефолт,0.088
822,664,Потребительский,460000.0,16.27,36,2025-02-14,Отделение №1,Активен,0.291
823,495,Потребительский,627000.0,23.15,36,2024-01-25,Отделение №15,Активен,0.446
824,655,Потребительский,291000.0,13.16,24,2025-10-28,Отделение №12,Активен,0.199
825,70,Потребительский,503000.0,8.69,12,2024-05-08,Отделение №7,Закрыт,0.411
826,282,Вексель,4011000.0,13.37,3,2024-11-15,Отделение №1,Закрыт,0.566
827,357,Кредитная карта,266000.0,15.55,24,2025-04-03,Отделение №11,Активен,0.575
828,173,Потребительский,107000.0,20.86,12,2025-02-17,Отделение №13,Активен,0.532
829,426,Автокредит,2614000.0,18.46,60,2025-06-03,Отделение №2,Активен,0.191
830,728,Вексель,2212000.0,14.8,9,2024-08-11,Отделение №12,Закрыт,0.881
831,663,Потребительский,298000.0,17.08,24,2025-08-19,Отделение №13,Активен,0.454
832,736,Вексель,4119000.0,13.89,12,2024-02-23,Отделение №10,Закрыт,0.294
833,285,Вексель,192000.0,14.36,6,2023-10-23,Отделение №4,Закрыт,0.259
834,611,Автокредит,2396000.0,18.74,60,2025-08-31,Отделение №10,Активен,0.77
835,276,Кредитная карта,271000.0,9.31,36,2025-03-27,Отделение №4,Активен,0.773
836,354,Потребительский,126000.0,16.44,12,2023-09-28,Отделение №6,Закрыт,0.955
837,112,Кредитная карта,281000.0,10.21,36,2024-04-11,Отделение №5,Активен,0.163
838,799,Потребительский,740000.0,9.03,36,2022-07-06,Отделение №8,Закрыт,0.899
839,226,Потребительский,761000.0,22.46,12,2024-06-28,Отделение №4,Закрыт,0.854
840,516,Ипотека,6468000.0,10.28,300,2023-02-11,Отделение №14,Активен,0.381
841,464,Потребительский,777000.0,20.42,12,2025-08-07,Отделение №8,Активен,0.12
842,369,Вексель,1856000.0,10.01,9,2024-04-30,Отделение №13,Закрыт,0.985
843,503,Автокредит,1643000.0,6.8,24,2024-07-24,Отделение №7,Активен,0.38
844,510,Ипотека,10575000.0,23.9,240,2024-09-09,Отделение №7,Активен,0.837
845,94,Кредитная карта,206000.0,8.05,12,2025-12-07,Отделение №7,Активен,0.644
846,20,Кредитная карта,34000.0,23.01,24,2025-11-03,Отделение №14,Просрочен,0.045
847,521,Потребительский,473000.0,9.37,24,2025-08-30,Отделение №13,Активен,0.695
848,51,Потребительский,497000.0,11.89,24,2025-09-15,Отделение №14,Активен,0.618
849,635,Потребительский,179000.0,9.84,24,2025-10-01,Отделение №2,Активен,0.879
850,324,Вексель,247000.0,13.93,6,2025-03-08,Отделение №14,Закрыт,0.373
851,57,Потребительский,291000.0,7.02,12,2025-02-01,Отделение №12,Активен,0.471
852,615,Кредитная карта,277000.0,13.44,12,2025-01-09,Отделение №9,Активен,0.599
853,231,Потребительский,125000.0,8.2,36,2025-09-21,Отделение №2,Активен,0.988
854,6,Кредитная карта,155000.0,14.6,24,2025-01-04,Отделение №13,Активен,0.857
855,276,Автокредит,1210000.0,8.86,60,2024-10-05,Отделение №6,Активен,0.656
856,449,Кредитная карта,210000.0,15.57,12,2024-09-05,Отделение №10,Закрыт,0.831
857,575,Потребительский,214000.0,10.65,24,2025-07-06,Отделение №2,Дефолт,0.082
858,146,Вексель,1483000.0,10.66,3,2023-05-27,Отделение №11,Закрыт,0.185
859,265,Потребительский,583000.0,17.37,48,2025-09-30,Отделение №15,Активен,0.517
860,43,Потребительский,725000.0,13.4,36,2024-05-14,Отделение №12,Активен,0.145
861,522,Кредитная карта,39000.0,7.38,24,2025-08-25,Отделение №3,Активен,0.198
862,242,Потребительский,526000.0,13.8,24,2024-06-27,Отделение №8,Просрочен,0.012
863,705,Ипотека,5439000.0,24.77,300,2024-07-14,Отделение №5,Активен,0.453
864,587,Автокредит,706000.0,20.64,48,2025-09-04,Отделение №6,Активен,0.924
865,420,Кредитная карта,80000.0,20.7,24,2024-09-25,Отделение №2,Активен,0.456
866,184,Вексель,1778000.0,20.89,9,2024-10-04,Отделение №1,Закрыт,0.427
867,168,Кредитная карта,64000.0,21.77,12,2024-07-25,Отделение №12,Закрыт,0.12
868,581,Потребительский,705000.0,14.53,36,2024-07-15,Отделение №2,Активен,0.984
869,211,Кредитная карта,292000.0,21.59,12,2024-03-25,Отделение №9,Закрыт,0.886
870,82,Потребительский,680000.0,10.16,24,2023-02-21,Отделение №9,Закрыт,0.745
871,224,Автокредит,795000.0,13.17,24,2024-12-27,Отделение №9,Активен,0.23
872,689,Потребительский,169000.0,18.17,24,2025-07-24,Отделение №14,Активен,0.618
873,109,Кредитная карта,223000.0,14.3,36,2025-09-27,Отделение №1,Активен,0.202
874,607,Кредитная карта,286000.0,23.08,24,2025-09-12,Отделение №15,Активен,0.972
875,399,Ипотека,5219000.0,7.88,240,2025-01-28,Отделение №11,Активен,0.708
876,35,Потребительский,742000.0,20.4,12,2022-11-10,Отделение №8,Закрыт,0.14
877,530,Вексель,3847000.0,20.97,6,2024-03-12,Отделение №7,Закрыт,0.646
878,547,Автокредит,1046000.0,10.66,48,2024-12-12,Отделение №3,Активен,0.949
879,647,Кредитная карта,63000.0,23.88,36,2025-04-14,Отделение №8,Активен,0.152
880,39,Потребительский,257000.0,18.22,36,2022-06-25,Отделение №9,Закрыт,0.521
881,87,Потребительский,521000.0,18.65,48,2025-02-22,Отделение №2,Активен,0.299
882,353,Автокредит,1986000.0,22.7,36,2025-04-26,Отделение №12,Активен,0.754
883,582,Потребительский,254000.0,21.92,12,2024-02-21,Отделение №11,Закрыт,0.255
884,472,Ипотека,7850000.0,10.63,300,2023-08-20,Отделение №12,Активен,0.103
885,428,Автокредит,1958000.0,22.5,48,2025-10-06,Отделение №14,Активен,0.665
886,3,Вексель,2219000.0,8.44,3,2025-07-30,Отделение №14,Закрыт,0.77
887,542,Вексель,1452000.0,15.84,9,2025-08-04,Отделение №14,Активен,0.42
888,595,Потребительский,317000.0,19.62,12,2023-06-19,Отделение №10,Закрыт,0.486
889,460,Ипотека,7911000.0,24.85,240,2025-02-28,Отделение №8,Активен,0.826
890,62,Автокредит,2577000.0,16.05,60,2025-05-27,Отделение №7,Активен,0.925
891,327,Потребительский,131000.0,8.25,12,2025-05-28,Отделение №4,Активен,0.967
892,459,Ипотека,8726000.0,19.72,300,2024-03-17,Отделение №11,Просрочен,0.04
893,511,Вексель,4276000.0,21.46,3,2024-03-27,Отделение №13,Закрыт,0.628
894,358,Ипотека,11081000.0,9.83,180,2025-03-16,Отделение №6,Активен,0.631
895,376,Потребительский,741000.0,22.13,12,2024-07-24,Отделение №14,Закрыт,0.254
896,656,Вексель,1827000.0,14.71,6,2025-12-21,Отделение №8,Просрочен,0.048
897,581,Вексель,3211000.0,16.78,6,2024-05-03,Отделение №11,Закрыт,0.863
898,736,Потребительский,351000.0,22.04,36,2024-02-23,Отделение №6,Активен,0.857
899,359,Ипотека,7382000.0,21.75,180,2024-10-23,Отделение №12,Активен,0.101
900,177,Потребительский,355000.0,9.93,48,2025-08-02,Отделение №5,Активен,0.383
901,270,Кредитная карта,161000.0,22.98,24,2025-10-09,Отделение №3,Активен,0.755
902,323,Потребительский,134000.0,19.38,36,2024-11-02,Отделение №13,Активен,0.56
903,1,Автокредит,863000.0,8.22,24,2023-02-11,Отделение №15,Закрыт,0.712
904,713,Кредитная карта,139000.0,19.67,24,2025-07-09,Отделение №7,Активен,0.533
905,646,Потребительский,339000.0,16.99,36,2025-06-10,Отделение №4,Дефолт,0.082
906,288,Ипотека,2408000.0,24.77,180,2025-09-29,Отделение №4,Просрочен,0.026
907,746,Вексель,4918000.0,14.6,6,2023-08-29,Отделение №3,Закрыт,0.812
908,202,Потребительский,233000.0,15.39,12,2025-06-07,Отделение №9,Активен,0.439
909,766,Автокредит,1877000.0,22.1,60,2024-10-13,Отделение №11,Активен,0.581
910,747,Автокредит,2746000.0,19.5,60,2024-03-01,Отделение №13,Активен,0.982
911,243,Вексель,2213000.0,12.39,9,2023-04-26,Отделение №12,Закрыт,0.357
912,568,Потребительский,695000.0,17.15,24,2025-01-07,Отделение №15,Дефолт,0.097
913,140,Вексель,2587000.0,12.27,12,2025-01-01,Отделение №10,Активен,0.807
914,642,Потребительский,311000.0,11.45,24,2025-11-04,Отделение №8,Активен,0.837
915,202,Автокредит,1693000.0,24.04,60,2025-05-21,Отделение №9,Активен,0.171
916,732,Ипотека,8503000.0,22.46,240,2025-11-25,Отделение №11,Активен,0.148
917,138,Ипотека,11547000.0,11.14,240,2025-03-12,Отделение №1,Активен,0.897
918,513,Вексель,2505000.0,10.46,6,2024-03-22,Отделение №9,Закрыт,0.452
919,417,Вексель,1593000.0,21.19,6,2025-03-13,Отделение №7,Закрыт,0.508
920,338,Потребительский,455000.0,24.36,36,2025-03-25,Отделение №13,Просрочен,0.053
921,420,Ипотека,3197000.0,7.67,120,2025-06-11,Отделение №3,Активен,0.414
922,411,Вексель,1319000.0,7.04,6,2025-08-09,Отделение №12,Активен,0.929
923,568,Потребительский,117000.0,19.4,48,2025-03-21,Отделение №13,Активен,0.685
924,649,Ипотека,8964000.0,9.87,180,2023-12-05,Отделение №3,Активен,0.311
925,644,Вексель,4407000.0,9.9,12,2022-12-09,Отделение №4,Закрыт,0.401
926,51,Ипотека,8472000.0,14.81,120,2023-11-27,Отделение №5,Дефолт,0.094
927,767,Потребительский,505000.0,13.37,12,2025-10-30,Отделение №9,Активен,0.169
928,569,Потребительский,295000.0,21.22,36,2024-07-03,Отделение №6,Активен,0.568
929,145,Кредитная карта,288000.0,17.92,12,2025-07-27,Отделение №4,Активен,0.182
930,611,Кредитная карта,56000.0,17.53,36,2023-05-09,Отделение №15,Активен,0.574
931,733,Ипотека,10460000.0,9.24,180,2025-11-22,Отделение №1,Активен,0.819
932,202,Автокредит,2832000.0,23.7,24,2025-05-21,Отделение №11,Активен,0.108
933,308,Потребительский,439000.0,10.05,12,2024-10-16,Отделение №10,Закрыт,0.155
934,275,Кредитная карта,283000.0,21.8,36,2025-01-27,Отделение №2,Активен,0.784
935,155,Вексель,421000.0,9.1,6,2025-03-05,Отделение №8,Закрыт,0.96
936,190,Потребительский,353000.0,23.37,36,2025-07-05,Отделение №13,Активен,0.921
937,714,Вексель,3332000.0,8.17,3,2025-07-21,Отделение №15,Закрыт,0.655
938,514,Автокредит,1895000.0,18.33,60,2025-01-23,Отделение №3,Активен,0.283
939,59,Ипотека,3980000.0,14.51,300,2024-04-12,Отделение №1,Дефолт,0.082
940,194,Ипотека,5215000.0,13.65,300,2025-12-10,Отделение №13,Активен,0.498
941,581,Вексель,3877000.0,21.8,3,2024-12-16,Отделение №2,Закрыт,0.188
942,433,Потребительский,491000.0,12.27,24,2025-08-05,Отделение №1,Просрочен,0.048
943,186,Потребительский,277000.0,24.24,24,2023-12-22,Отделение №14,Просрочен,0.052
944,502,Вексель,2226000.0,13.32,6,2024-11-07,Отделение №15,Закрыт,0.699
