transaction_id,account_id,transaction_date,transaction_type,amount,channel
12630,259,2025-11-03,Пополнение,37676.0,Банкомат
12631,69,2023-02-10,Погашение кредита,-80371.26,Отделение
12632,843,2023-07-19,Списание,-30474.86,Отделение
12633,770,2025-09-28,Перевод,-149554.86,Колл-центр
12634,883,2025-09-03,Погашение кредита,-745.44,Колл-центр
12635,694,2025-04-03,Перевод,-75462.4,Отделение
12636,999,2025-07-12,Перевод,-86489.83,Банкомат
12637,943,2024-12-11,Перевод,-133869.65,Онлайн
12638,501,2023-09-12,Оплата услуг,-25067.63,Банкомат
12639,710,2025-12-08,Погашение кредита,-110095.83,Колл-центр
12640,871,2024-05-02,Перевод,-104102.78,Колл-центр
12641,810,2024-02-22,Оплата услуг,-40155.47,Банкомат
12642,936,2025-11-05,Погашение кредита,-60641.61,Онлайн
12643,1,2025-03-06,Погашение кредита,-133448.19,Онлайн
12644,735,2024-07-26,Пополнение,98718.9,Онлайн
12645,215,2025-03-21,Списание,-109263.74,Онлайн
12646,535,2025-09-03,Оплата услуг,-85284.47,Отделение
12647,794,2025-07-21,Оплата услуг,-91190.88,Отделение
12648,377,2025-04-02,Перевод,-14457.25,Отделение
12649,787,2024-05-13,Погашение кредита,-119973.45,Онлайн
12650,41,2025-09-04,Перевод,-20195.48,Банкомат
12651,243,2025-07-20,Списание,-111816.37,Онлайн
12652,481,2025-04-21,Погашение кредита,-141037.33,Онлайн
12653,60,2025-12-23,Перевод,-145793.01,Отделение
12654,388,2025-08-20,Погашение кредита,-79738.5,Банкомат
12655,578,2025-01-29,Оплата услуг,-84332.83,Колл-центр
12656,22,2025-11-07,Погашение кредита,-58225.85,Отделение
12657,219,2024-04-13,Списание,-140754.77,Банкомат
12658,177,2025-12-20,Погашение кредита,-137502.63,Колл-центр
12659,663,2024-02-29,Пополнение,8408.75,Онлайн
12660,566,2024-12-01,Оплата услуг,-140048.37,Отделение
12661,511,2025-01-05,Списание,-106605.84,Онлайн
12662,573,2025-09-01,Перевод,-8409.61,Колл-центр
12663,193,2024-04-03,Списание,-104691.37,Отделение
12664,921,2025-10-15,Списание,-47610.0,Онлайн
12665,171,2025-11-26,Погашение кредита,-15491.6,Банкомат
12666,605,2025-10-03,Погашение кредита,-20740.73,Онлайн
12667,984,2025-11-16,Перевод,-140122.79,Онлайн
12668,98,2024-06-21,Списание,-67343.32,Онлайн
12669,84,2024-10-16,Списание,-104533.33,Банкомат
12670,834,2025-02-02,Пополнение,21903.68,Колл-центр
12671,306,2025-07-31,Оплата услуг,-149049.48,Колл-центр
12672,271,2025-10-18,Списание,-40054.12,Банкомат
12673,889,2025-06-07,Оплата услуг,-62051.02,Онлайн
12674,319,2025-11-25,Списание,-121582.6,Отделение
12675,221,2025-06-15,Оплата услуг,-81200.27,Отделение
12676,508,2024-11-02,Пополнение,109763.13,Отделение
12677,442,2025-09-24,Списание,-52074.5,Онлайн
12678,254,2025-09-07,Оплата услуг,-14607.95,Отделение
12679,270,2024-10-30,Оплата услуг,-318.32,Банкомат
12680,330,2025-11-22,Оплата услуг,-139463.73,Онлайн
12681,716,2023-10-04,Пополнение,17445.27,Отделение
12682,185,2025-03-11,Оплата услуг,-141678.03,Отделение
12683,460,2025-11-02,Пополнение,39945.82,Онлайн
12684,940,2024-02-25,Списание,-114253.97,Отделение
12685,621,2025-11-18,Погашение кредита,-69775.09,Колл-центр
12686,641,2025-08-17,Перевод,-18610.66,Отделение
12687,608,2025-12-01,Пополнение,42132.92,Банкомат
12688,547,2025-10-29,Погашение кредита,-143038.97,Отделение
12689,643,2024-10-08,Перевод,-112008.12,Онлайн
12690,402,2024-07-17,Перевод,-81487.08,Отделение
12691,470,2025-07-30,Пополнение,23711.01,Банкомат
12692,537,2023-09-29,Погашение кредита,-55452.08,Отделение
12693,789,2024-12-31,Перевод,-42608.79,Отделение
12694,951,2024-11-28,Списание,-13837.45,Онлайн
12695,473,2025-10-03,Оплата услуг,-5149.15,Онлайн
12696,791,2025-12-19,Списание,-98641.98,Отделение
12697,633,2025-11-17,Списание,-122017.44,Онлайн
12698,15,2025-05-23,Погашение кредита,-97853.1,Онлайн
12699,939,2025-04-10,Оплата услуг,-94984.78,Отделение
12700,570,2024-06-19,Оплата услуг,-134487.32,Банкомат
12701,154,2024-10-21,Оплата услуг,-69305.45,Отделение
12702,244,2025-11-16,Пополнение,11579.61,Колл-центр
12703,532,2025-09-23,Списание,-149306.98,Отделение
12704,8,2025-10-31,Списание,-147907.55,Колл-центр
12705,365,2025-02-16,Списание,-25697.64,Колл-центр
12706,308,2024-08-17,Списание,-88171.57,Банкомат
12707,115,2025-08-14,Списание,-139087.49,Колл-центр
12708,119,2025-08-16,Оплата услуг,-40751.06,Отделение
12709,233,2025-02-28,Оплата услуг,-37380.86,Банкомат
12710,823,2025-12-26,Оплата услуг,-75971.2,Отделение
12711,779,2025-05-01,Погашение кредита,-22904.37,Отделение
12712,600,2025-02-05,Оплата услуг,-70939.6,Отделение
12713,545,2025-03-11,Перевод,-112659.66,Отделение
12714,784,2025-01-07,Перевод,-105485.12,Банкомат
12715,55,2025-09-19,Погашение кредита,-13206.4,Банкомат
12716,985,2025-12-18,Перевод,-71368.18,Банкомат
12717,36,2025-12-31,Погашение кредита,-7257.78,Колл-центр
12718,927,2025-10-26,Оплата услуг,-56833.29,Онлайн
12719,434,2025-07-27,Оплата услуг,-97788.98,Банкомат
12720,113,2025-01-28,Оплата услуг,-55742.6,Колл-центр
12721,460,2025-09-25,Погашение кредита,-58930.54,Отделение
12722,858,2024-08-29,Списание,-80221.81,Банкомат
12723,717,2025-09-17,Пополнение,99523.08,Онлайн
12724,285,2025-09-06,Погашение кредита,-140355.77,Онлайн
12725,529,2025-12-28,Перевод,-90912.37,Банкомат
12726,27,2024-07-30,Оплата услуг,-8137.33,Банкомат
12727,315,2025-03-24,Списание,-133436.03,Онлайн
12728,507,2024-05-12,Перевод,-116607.51,Банкомат
12729,315,2025-07-13,Погашение кредита,-13145.99,Банкомат
12730,937,2025-11-05,Списание,-22725.06,Банкомат
12731,541,2025-07-06,Перевод,-99092.93,Колл-центр
12732,511,2024-11-15,Оплата услуг,-137341.32,Отделение
12733,296,2025-12-12,Оплата услуг,-54699.01,Колл-центр
12734,137,2025-12-31,Пополнение,93081.25,Онлайн
12735,990,2024-10-25,Списание,-41849.53,Колл-центр
12736,86,2023-11-25,Перевод,-112053.56,Онлайн
12737,571,2025-07-04,Оплата услуг,-40938.05,Колл-центр
12738,478,2025-01-31,Погашение кредита,-119389.69,Банкомат
12739,939,2025-12-26,Списание,-84756.18,Онлайн
12740,786,2025-12-13,Погашение кредита,-30474.52,Онлайн
12741,123,2025-05-11,Списание,-135998.63,Онлайн
12742,325,2025-08-01,Погашение кредита,-124267.3,Банкомат
12743,682,2025-05-19,Перевод,-4963.55,Колл-центр
12744,617,2023-07-16,Погашение кредита,-65843.31,Колл-центр
12745,981,2024-03-22,Перевод,-98917.09,Банкомат
12746,751,2025-10-11,Оплата услуг,-105926.35,Отделение
12747,853,2025-02-24,Оплата услуг,-100050.27,Отделение
12748,248,2025-11-19,Списание,-24819.9,Колл-центр
12749,436,2025-11-22,Пополнение,94018.16,Онлайн
12750,337,2025-11-17,Погашение кредита,-26435.1,Отделение
12751,721,2025-05-26,Погашение кредита,-122451.34,Отделение
12752,825,2025-12-26,Погашение кредита,-130028.96,Онлайн
12753,26,2025-07-21,Перевод,-128122.83,Отделение
12754,718,2025-12-10,Оплата услуг,-102143.49,Колл-центр
12755,783,2025-05-04,Перевод,-55981.25,Онлайн
12756,544,2024-09-07,Оплата услуг,-13855.02,Онлайн
12757,923,2025-11-09,Погашение кредита,-57421.69,Банкомат
12758,923,2025-12-10,Оплата услуг,-64251.0,Банкомат
12759,317,2025-09-20,Пополнение,50898.57,Отделение
12760,442,2024-07-22,Погашение кредита,-97689.2,Банкомат
12761,776,2024-11-07,Перевод,-43780.27,Онлайн
12762,652,2025-09-22,Пополнение,94740.8,Банкомат
12763,690,2025-08-04,Перевод,-54267.52,Банкомат
12764,599,2025-12-05,Оплата услуг,-20577.4,Отделение
12765,446,2025-12-09,Оплата услуг,-85612.18,Банкомат
12766,738,2025-12-23,Пополнение,15725.58,Колл-центр
12767,506,2025-08-08,Списание,-107605.97,Колл-центр
12768,855,2025-10-04,Оплата услуг,-11586.62,Онлайн
12769,627,2025-02-20,Погашение кредита,-146566.47,Отделение
12770,118,2025-11-28,Списание,-8464.7,Отделение
12771,913,2025-10-01,Перевод,-53997.74,Банкомат
12772,204,2025-11-21,Перевод,-65288.26,Колл-центр
12773,631,2024-11-07,Оплата услуг,-13359.32,Отделение
12774,426,2025-08-22,Перевод,-78118.37,Банкомат
12775,22,2025-09-19,Оплата услуг,-54630.79,Колл-центр
12776,725,2024-12-29,Списание,-7751.0,Колл-центр
12777,286,2024-03-10,Списание,-148655.26,Колл-центр
12778,146,2025-11-28,Перевод,-41399.49,Колл-центр
12779,775,2024-10-30,Перевод,-14084.44,Отделение
12780,771,2025-12-04,Списание,-37530.2,Отделение
12781,507,2025-10-27,Списание,-149478.55,Отделение
12782,542,2025-12-12,Погашение кредита,-91846.44,Банкомат
12783,802,2025-06-26,Перевод,-83058.55,Колл-центр
12784,813,2025-06-03,Списание,-72407.43,Колл-центр
12785,585,2025-05-18,Погашение кредита,-118259.27,Колл-центр
12786,556,2025-08-17,Списание,-96124.74,Банкомат
12787,843,2025-11-12,Погашение кредита,-42142.55,Колл-центр
12788,46,2024-04-27,Перевод,-85304.29,Онлайн
12789,193,2025-12-03,Погашение кредита,-9742.59,Онлайн
12790,532,2025-11-12,Перевод,-88429.43,Банкомат
12791,902,2025-08-03,Оплата услуг,-94380.35,Отделение
12792,466,2025-11-17,Списание,-81631.41,Отделение
12793,14,2025-10-03,Погашение кредита,-81448.65,Отделение
12794,674,2025-05-26,Погашение кредита,-22331.08,Онлайн
12795,324,2025-06-18,Погашение кредита,-148134.34,Отделение
12796,790,2025-10-30,Оплата услуг,-54038.32,Отделение
12797,759,2025-08-16,Пополнение,40101.94,Отделение
12798,302,2025-11-18,Погашение кредита,-111867.9,Банкомат
12799,513,2025-05-24,Оплата услуг,-128394.3,Отделение
12800,899,2024-09-25,Пополнение,91659.67,Онлайн
12801,942,2025-10-09,Перевод,-94133.3,Онлайн
12802,552,2025-01-02,Списание,-87413.62,Банкомат
12803,796,2025-10-02,Пополнение,36586.3,Отделение
12804,287,2025-03-08,Погашение кредита,-120204.47,Колл-центр
12805,769,2025-11-26,Погашение кредита,-125065.14,Отделение
12806,344,2025-09-30,Погашение кредита,-123361.97,Отделение
12807,218,2025-10-15,Оплата услуг,-37824.25,Банкомат
12808,731,2025-01-20,Перевод,-91758.25,Колл-центр
12809,362,2025-11-22,Списание,-127559.99,Отделение
12810,649,2025-12-29,Пополнение,16250.46,Онлайн
12811,72,2025-09-25,Оплата услуг,-10246.03,Колл-центр
12812,949,2024-02-27,Пополнение,9151.53,Онлайн
12813,968,2025-06-28,Погашение кредита,-27889.54,Онлайн
12814,148,2025-12-11,Списание,-20167.21,Онлайн
12815,786,2025-12-16,Перевод,-57265.95,Колл-центр
12816,529,2025-12-17,Пополнение,144370.74,Банкомат
12817,639,2024-05-09,Перевод,-60656.24,Онлайн
12818,955,2025-06-21,Списание,-139846.61,Отделение
12819,168,2025-04-20,Оплата услуг,-16484.59,Онлайн
12820,38,2025-10-13,Оплата услуг,-74345.31,Колл-центр
12821,201,2025-11-29,Перевод,-51246.89,Колл-центр
12822,641,2025-11-28,Оплата услуг,-12237.33,Банкомат
12823,286,2025-02-20,Пополнение,147747.55,Колл-центр
12824,380,2025-11-16,Оплата услуг,-137812.61,Колл-центр
12825,872,2025-12-13,Списание,-93502.39,Онлайн
12826,573,2024-10-22,Погашение кредита,-83405.45,Отделение
12827,906,2025-11-24,Списание,-85198.6,Отделение
12828,779,2025-09-28,Списание,-111153.11,Колл-центр
12829,168,2025-05-14,Пополнение,28718.59,Банкомат
12830,383,2025-10-15,Пополнение,147576.29,Колл-центр
12831,593,2025-10-01,Перевод,-20741.93,Банкомат
12832,740,2025-08-02,Погашение кредита,-34321.22,Колл-центр
12833,461,2025-04-08,Погашение кредита,-539.41,Онлайн
12834,554,2025-08-10,Пополнение,139498.71,Отделение
12835,725,2025-09-18,Перевод,-116080.06,Онлайн
12836,816,2025-12-15,Пополнение,144433.58,Онлайн
12837,980,2025-10-15,Списание,-49962.21,Банкомат
12838,335,2025-12-11,Погашение кредита,-146662.35,Банкомат
12839,859,2025-09-19,Оплата услуг,-140203.74,Онлайн
12840,331,2025-10-14,Погашение кредита,-106046.7,Отделение
12841,543,2025-10-25,Списание,-132735.81,Банкомат
12842,440,2025-06-25,Перевод,-18029.19,Колл-центр
12843,219,2024-08-05,Перевод,-106679.27,Банкомат
12844,695,2025-11-11,Пополнение,25198.61,Отделение
12845,368,2025-09-11,Погашение кредита,-21938.24,Онлайн
12846,680,2024-07-07,Оплата услуг,-57185.34,Отделение
12847,63,2025-06-19,Погашение кредита,-99361.5,Отделение
12848,470,2025-11-16,Перевод,-26266.09,Онлайн
12849,740,2025-08-04,Пополнение,96917.33,Онлайн
12850,410,2025-12-28,Погашение кредита,-43369.72,Колл-центр
12851,640,2025-09-22,Оплата услуг,-52397.13,Отделение
12852,688,2024-10-11,Перевод,-85482.15,Отделение
12853,74,2025-12-13,Оплата услуг,-96134.36,Банкомат
12854,664,2025-12-14,Погашение кредита,-133178.65,Отделение
12855,271,2025-11-22,Пополнение,77798.26,Колл-центр
12856,544,2025-03-03,Оплата услуг,-134324.61,Отделение
12857,999,2025-07-24,Пополнение,77511.92,Банкомат
12858,640,2025-08-29,Погашение кредита,-105769.91,Банкомат
12859,696,2025-09-20,Списание,-138403.04,Онлайн
12860,696,2025-10-22,Пополнение,54721.68,Колл-центр
12861,883,2025-02-25,Пополнение,65434.8,Отделение
12862,907,2025-12-18,Погашение кредита,-141880.7,Отделение
12863,273,2025-06-19,Погашение кредита,-13977.4,Колл-центр
12864,950,2024-10-12,Перевод,-106464.51,Онлайн
12865,894,2023-02-25,Пополнение,107178.52,Онлайн
12866,157,2025-10-15,Списание,-108279.08,Колл-центр
12867,617,2024-10-30,Пополнение,30715.17,Онлайн
12868,396,2025-01-22,Оплата услуг,-60793.19,Банкомат
12869,726,2025-12-01,Перевод,-119977.55,Банкомат
12870,397,2025-12-25,Погашение кредита,-139645.9,Отделение
12871,818,2025-06-17,Погашение кредита,-115064.72,Онлайн
12872,698,2025-11-18,Погашение кредита,-3640.27,Колл-центр
12873,635,2025-05-01,Оплата услуг,-36458.65,Отделение
12874,919,2023-10-10,Перевод,-81571.85,Колл-центр
12875,908,2024-11-15,Списание,-141716.12,Отделение
12876,335,2025-12-30,Оплата услуг,-106675.98,Банкомат
12877,403,2024-08-24,Пополнение,141823.41,Банкомат
12878,871,2024-11-05,Списание,-105853.03,Отделение
12879,450,2025-01-27,Погашение кредита,-82734.92,Колл-центр
12880,493,2025-09-24,Погашение кредита,-97599.15,Отделение
12881,441,2025-06-23,Пополнение,54342.01,Банкомат
12882,118,2025-06-12,Оплата услуг,-70559.79,Банкомат
12883,760,2025-03-12,Списание,-1111.04,Отделение
12884,98,2025-03-24,Списание,-22965.3,Колл-центр
12885,165,2025-06-10,Погашение кредита,-121243.19,Банкомат
12886,227,2025-12-15,Списание,-100229.73,Колл-центр
12887,19,2025-03-13,Пополнение,81024.3,Банкомат
12888,393,2025-09-18,Списание,-143453.16,Банкомат
12889,188,2025-07-24,Пополнение,132515.11,Колл-центр
12890,745,2024-12-06,Перевод,-42625.21,Колл-центр
12891,890,2025-08-26,Пополнение,36438.14,Колл-центр
12892,671,2025-02-05,Перевод,-70593.07,Онлайн
12893,628,2024-11-26,Списание,-123297.63,Колл-центр
12894,936,2025-11-09,Списание,-47930.51,Колл-центр
12895,718,2025-11-23,Списание,-94731.73,Колл-центр
12896,568,2025-02-09,Списание,-27980.39,Онлайн
12897,458,2025-07-21,Погашение кредита,-43158.61,Банкомат
12898,915,2025-09-17,Оплата услуг,-49012.21,Отделение
12899,748,2024-11-11,Пополнение,29461.91,Отделение
12900,402,2024-04-28,Перевод,-73543.44,Отделение
12901,457,2024-08-26,Пополнение,138978.76,Банкомат
12902,218,2025-10-09,Списание,-112274.52,Колл-центр
12903,731,2024-08-16,Списание,-72191.88,Колл-центр
12904,787,2025-03-28,Пополнение,93377.42,Онлайн
12905,913,2023-02-03,Оплата услуг,-38164.15,Колл-центр
12906,923,2025-05-05,Погашение кредита,-21447.7,Отделение
12907,710,2025-12-02,Погашение кредита,-25398.74,Отделение
12908,747,2025-06-15,Перевод,-99128.58,Колл-центр
12909,373,2025-12-11,Перевод,-26107.51,Отделение
12910,485,2025-12-10,Списание,-73498.99,Колл-центр
12911,460,2025-09-29,Списание,-149855.03,Онлайн
12912,158,2025-02-28,Списание,-85255.58,Онлайн
12913,479,2025-12-27,Перевод,-140746.75,Банкомат
12914,306,2025-09-28,Пополнение,102529.36,Онлайн
12915,44,2025-05-12,Оплата услуг,-4544.1,Колл-центр
12916,928,2023-09-26,Пополнение,65215.74,Банкомат
12917,827,2025-10-22,Списание,-3089.42,Отделение
12918,293,2025-01-03,Погашение кредита,-10813.89,Отделение
12919,15,2023-12-01,Перевод,-26464.55,Банкомат
12920,485,2025-11-27,Перевод,-148924.19,Онлайн
12921,499,2025-09-26,Списание,-64139.1,Отделение
12922,803,2025-12-28,Пополнение,52687.91,Банкомат
12923,935,2025-06-12,Оплата услуг,-148326.02,Онлайн
12924,898,2025-11-28,Списание,-139381.67,Онлайн
12925,191,2025-08-06,Перевод,-75143.96,Банкомат
12926,477,2024-08-16,Пополнение,66472.22,Банкомат
12927,882,2024-03-22,Перевод,-136784.41,Отделение
12928,305,2025-11-18,Погашение кредита,-56720.65,Онлайн
12929,712,2025-12-19,Погашение кредита,-28715.18,Банкомат
12930,442,2024-03-29,Списание,-38179.15,Отделение
12931,962,2025-12-09,Списание,-61951.56,Банкомат
12932,481,2025-04-05,Погашение кредита,-98589.44,Онлайн
12933,520,2025-12-16,Списание,-28162.88,Онлайн
12934,90,2025-11-24,Погашение кредита,-48762.18,Колл-центр
12935,759,2025-03-22,Погашение кредита,-54723.52,Онлайн
12936,208,2025-11-26,Погашение кредита,-27012.49,Колл-центр
12937,651,2024-07-03,Перевод,-22283.82,Отделение
12938,1000,2025-12-15,Списание,-61286.99,Отделение
12939,876,2024-07-18,Погашение кредита,-17153.67,Колл-центр
12940,38,2025-10-26,Пополнение,1799.17,Онлайн
12941,848,2025-12-15,Пополнение,20693.97,Колл-центр
12942,625,2024-12-08,Оплата услуг,-95362.71,Отделение
12943,603,2025-11-25,Пополнение,49593.14,Колл-центр
12944,758,2025-09-19,Списание,-31808.33,Онлайн
12945,302,2025-11-25,Оплата услуг,-49912.14,Банкомат
12946,306,2025-04-05,Оплата услуг,-2926.38,Банкомат
12947,895,2025-12-20,Перевод,-29265.83,Отделение
12948,368,2024-10-13,Оплата услуг,-51056.6,Отделение
12949,271,2025-12-19,Оплата услуг,-72677.28,Банкомат
12950,405,2024-01-25,Перевод,-108810.49,Банкомат
12951,261,2025-12-28,Перевод,-1239.23,Банкомат
12952,643,2025-09-19,Погашение кредита,-24055.11,Онлайн
12953,475,2025-03-06,Пополнение,99061.58,Отделение
12954,531,2025-11-20,Погашение кредита,-9535.21,Колл-центр
12955,671,2025-11-13,Погашение кредита,-5891.73,Онлайн
12956,308,2025-03-21,Погашение кредита,-61638.59,Колл-центр
12957,574,2025-10-10,Списание,-82293.4,Банкомат
12958,254,2025-06-28,Перевод,-146743.92,Онлайн
12959,255,2025-09-23,Пополнение,148599.92,Отделение
12960,403,2024-07-26,Списание,-91879.87,Онлайн
12961,200,2025-07-17,Списание,-28192.2,Онлайн
12962,766,2025-07-01,Погашение кредита,-120038.92,Отделение
12963,202,2025-11-30,Пополнение,119254.56,Онлайн
12964,39,2025-12-25,Списание,-143729.14,Банкомат
12965,394,2025-08-25,Оплата услуг,-135348.81,Банкомат
12966,48,2025-10-10,Перевод,-142522.15,Банкомат
12967,76,2025-06-10,Погашение кредита,-132101.57,Онлайн
12968,201,2025-10-11,Списание,-132664.65,Колл-центр
12969,431,2023-09-09,Пополнение,146768.58,Онлайн
12970,451,2025-04-09,Списание,-82531.74,Отделение
12971,209,2025-06-14,Перевод,-30256.06,Банкомат
12972,914,2025-11-03,Перевод,-62440.02,Банкомат
12973,827,2025-08-30,Перевод,-95860.84,Колл-центр
12974,79,2025-12-02,Списание,-136125.03,Отделение
12975,623,2025-09-25,Пополнение,33828.85,Банкомат
12976,812,2025-12-18,Оплата услуг,-71761.24,Онлайн
12977,176,2025-12-05,Списание,-106070.75,Отделение
12978,270,2025-08-01,Перевод,-71590.26,Онлайн
12979,448,2025-10-15,Пополнение,77435.04,Отделение
12980,955,2025-10-15,Перевод,-112350.67,Колл-центр
12981,925,2025-06-09,Оплата услуг,-77401.55,Отделение
12982,287,2025-08-05,Перевод,-87105.61,Банкомат
12983,671,2025-05-19,Оплата услуг,-116254.16,Онлайн
12984,717,2025-09-16,Оплата услуг,-133955.02,Онлайн
12985,371,2025-12-22,Пополнение,11378.21,Банкомат
12986,431,2024-03-06,Списание,-8787.02,Онлайн
12987,452,2025-05-17,Списание,-108364.06,Колл-центр
12988,20,2025-01-08,Оплата услуг,-9232.32,Отделение
12989,312,2025-07-10,Оплата услуг,-119062.55,Онлайн
12990,582,2025-08-31,Погашение кредита,-92165.88,Отделение
12991,309,2025-11-18,Оплата услуг,-126397.97,Отделение
12992,704,2025-08-08,Погашение кредита,-124342.88,Колл-центр
12993,591,2025-11-18,Списание,-65441.11,Колл-центр
12994,44,2025-06-02,Оплата услуг,-82771.38,Онлайн
12995,815,2024-12-08,Пополнение,133049.41,Банкомат
12996,183,2025-09-11,Списание,-80769.01,Отделение
12997,225,2025-11-12,Списание,-137548.55,Колл-центр
12998,236,2025-07-30,Пополнение,23269.99,Отделение
12999,938,2025-05-06,Пополнение,60565.98,Банкомат
13000,977,2024-11-25,Пополнение,33257.9,Онлайн
13001,954,2023-12-16,Погашение кредита,-10917.7,Онлайн
13002,476,2025-01-06,Списание,-141807.13,Онлайн
13003,918,2025-09-22,Пополнение,149311.33,Банкомат
13004,269,2025-06-05,Погашение кредита,-10732.6,Онлайн
13005,536,2025-08-29,Перевод,-62634.08,Колл-центр
13006,11,2025-09-18,Погашение кредита,-53305.98,Банкомат
13007,740,2025-11-20,Списание,-103946.34,Колл-центр
13008,773,2025-08-27,Перевод,-132877.48,Банкомат
13009,309,2025-11-08,Пополнение,125643.78,Онлайн
13010,797,2025-11-17,Перевод,-133279.34,Банкомат
13011,622,2024-10-25,Перевод,-78383.54,Отделение
13012,441,2025-09-11,Погашение кредита,-72640.18,Отделение
13013,454,2023-11-19,Погашение кредита,-49989.95,Онлайн
13014,164,2025-11-20,Пополнение,138598.14,Онлайн
13015,840,2024-12-07,Погашение кредита,-87739.33,Банкомат
13016,555,2025-05-18,Списание,-134134.8,Колл-центр
13017,902,2025-05-17,Пополнение,90719.31,Онлайн
13018,245,2025-05-25,Перевод,-130267.2,Отделение
13019,722,2025-11-23,Перевод,-32231.79,Онлайн
13020,36,2025-12-28,Списание,-133637.1,Отделение
13021,153,2025-11-25,Пополнение,118994.57,Онлайн
13022,850,2025-05-29,Погашение кредита,-52667.34,Колл-центр
13023,162,2025-12-06,Списание,-12491.54,Банкомат
13024,907,2025-12-11,Списание,-146577.46,Отделение
13025,948,2025-09-16,Оплата услуг,-33560.21,Колл-центр
13026,40,2025-12-12,Перевод,-117047.15,Колл-центр
13027,613,2024-08-17,Списание,-2851.9,Отделение
13028,209,2025-10-06,Перевод,-54605.89,Колл-центр
13029,3,2025-12-03,Погашение кредита,-129283.36,Онлайн
13030,463,2025-06-14,Списание,-94886.54,Отделение
13031,873,2025-10-04,Перевод,-82313.37,Колл-центр
13032,926,2025-11-20,Списание,-56625.68,Банкомат
13033,685,2025-08-09,Оплата услуг,-23462.17,Колл-центр
13034,754,2025-10-13,Списание,-140240.02,Онлайн
13035,985,2025-09-02,Списание,-134219.73,Банкомат
13036,228,2025-07-28,Списание,-107291.49,Колл-центр
13037,953,2023-10-31,Перевод,-115987.65,Онлайн
13038,675,2023-01-22,Погашение кредита,-24791.06,Колл-центр
13039,496,2025-07-24,Погашение кредита,-51858.69,Онлайн
13040,526,2025-12-30,Пополнение,72478.92,Колл-центр
13041,366,2022-10-29,Погашение кредита,-78655.09,Банкомат
13042,571,2025-10-18,Перевод,-81589.25,Отделение
13043,915,2023-11-18,Оплата услуг,-88214.09,Отделение
13044,696,2025-09-04,Оплата услуг,-21642.03,Банкомат
13045,971,2025-12-17,Погашение кредита,-14183.39,Банкомат
13046,812,2025-12-07,Списание,-39499.29,Колл-центр
13047,524,2025-08-13,Пополнение,91985.28,Колл-центр
13048,955,2024-02-15,Погашение кредита,-91197.76,Онлайн
13049,14,2025-11-24,Пополнение,114582.49,Отделение
13050,82,2025-06-11,Пополнение,15753.29,Онлайн
13051,725,2024-08-19,Пополнение,35204.56,Онлайн
13052,447,2024-12-13,Списание,-2538.83,Отделение
13053,745,2024-09-10,Оплата услуг,-20868.75,Банкомат
13054,408,2025-08-17,Перевод,-40476.44,Банкомат
13055,152,2025-10-25,Погашение кредита,-84469.15,Отделение
13056,762,2025-01-22,Оплата услуг,-125169.96,Колл-центр
13057,642,2025-04-27,Пополнение,68691.85,Банкомат
13058,907,2025-11-27,Списание,-128446.21,Отделение
13059,487,2025-12-05,Оплата услуг,-98369.84,Отделение
13060,288,2025-09-18,Пополнение,16890.13,Отделение
13061,267,2024-01-11,Погашение кредита,-34907.84,Колл-центр
13062,485,2025-10-31,Пополнение,86935.07,Отделение
13063,308,2025-09-05,Погашение кредита,-114322.24,Онлайн
13064,431,2025-10-27,Перевод,-79395.51,Банкомат
13065,422,2025-11-28,Списание,-79133.71,Колл-центр
13066,392,2025-08-16,Оплата услуг,-22844.08,Колл-центр
13067,963,2024-06-10,Погашение кредита,-127498.32,Колл-центр
13068,106,2025-12-29,Оплата услуг,-111277.52,Онлайн
13069,21,2025-11-01,Погашение кредита,-135303.02,Колл-центр
13070,208,2025-12-07,Перевод,-142539.53,Онлайн
13071,426,2025-05-20,Погашение кредита,-44313.69,Колл-центр
13072,74,2025-10-13,Списание,-88960.63,Банкомат
13073,379,2025-11-29,Погашение кредита,-67313.05,Онлайн
13074,996,2025-05-04,Пополнение,72553.51,Онлайн
13075,87,2023-11-10,Списание,-105041.26,Колл-центр
13076,108,2025-12-29,Списание,-135606.29,Онлайн
13077,485,2025-12-04,Пополнение,16877.19,Банкомат
13078,425,2025-06-10,Списание,-109620.08,Банкомат
13079,315,2024-11-05,Списание,-28327.49,Онлайн
13080,643,2025-10-01,Пополнение,30303.07,Отделение
13081,250,2025-12-25,Перевод,-122630.77,Колл-центр
13082,213,2025-04-22,Оплата услуг,-127060.05,Колл-центр
13083,256,2025-11-11,Перевод,-139894.63,Банкомат
13084,841,2024-10-21,Пополнение,133025.3,Колл-центр
13085,91,2025-07-17,Оплата услуг,-120746.59,Банкомат
13086,512,2025-12-01,Пополнение,66028.3,Колл-центр
13087,615,2025-01-04,Пополнение,146912.41,Онлайн
13088,660,2025-07-10,Перевод,-108202.17,Отделение
13089,626,2024-09-24,Пополнение,24008.89,Онлайн
13090,615,2025-07-24,Пополнение,145957.78,Онлайн
13091,336,2025-05-10,Оплата услуг,-43285.93,Банкомат
13092,584,2024-11-27,Оплата услуг,-104927.48,Отделение
13093,123,2025-02-04,Списание,-78453.53,Отделение
13094,188,2025-07-07,Пополнение,64740.09,Банкомат
13095,2,2025-10-28,Погашение кредита,-86817.35,Отделение
